order_id,order_ts,order_date,customer_id,customer_name,segment,region,channel,line_no,product_id,product_name,product_category,quantity,unit_price,line_total,currency
O100376,2025-09-20T13:23:57,2025-09-20,C0146,Customer 0146,SMB,SW,mobile,1,P110,Professional Subscription,subscription,1,83.92,83.92,USD
O100377,2025-09-20T11:29:36,2025-09-20,C0085,Customer 0085,Mid-Market,SW,mobile,1,P210,Automation Add-on,addon,1,56.96,56.96,USD
O100377,2025-09-20T11:29:36,2025-09-20,C0085,Customer 0085,Mid-Market,SW,mobile,2,P100,Starter Subscription,subscription,1,27.66,27.66,USD
O100378,2025-09-20T15:31:02,2025-09-20,C0206,Customer 0206,Consumer,SW,partner,1,P100,Starter Subscription,subscription,1,28.78,28.78,USD
O100379,2025-09-20T09:35:49,2025-09-20,C0103,Customer 0103,Consumer,NE,web,1,P200,Analytics Add-on,addon,2,42.02,84.04,USD
O100379,2025-09-20T09:35:49,2025-09-20,C0103,Customer 0103,Consumer,NE,web,2,P120,Enterprise Subscription,subscription,1,198.79,198.79,USD
O100380,2025-09-20T08:19:04,2025-09-20,C0029,Customer 0029,Consumer,MW,web,1,P310,Training Package,service,1,287.99,287.99,USD
O100380,2025-09-20T08:19:04,2025-09-20,C0029,Customer 0029,Consumer,MW,web,2,P200,Analytics Add-on,addon,1,41.65,41.65,USD
O100381,2025-09-20T18:47:54,2025-09-20,C0169,Customer 0169,Consumer,SW,web,1,P200,Analytics Add-on,addon,1,37.21,37.21,USD
O100382,2025-09-20T12:55:36,2025-09-20,C0176,Customer 0176,Mid-Market,SW,mobile,1,P100,Starter Subscription,subscription,1,30.14,30.14,USD
O100383,2025-09-20T14:32:21,2025-09-20,C0129,Customer 0129,Consumer,SE,web,1,P100,Starter Subscription,subscription,1,26.91,26.91,USD
O100384,2025-09-21T09:34:06,2025-09-21,C0062,Customer 0062,Consumer,SW,web,1,P300,Implementation Package,service,1,491.38,491.38,USD
O100384,2025-09-21T09:34:06,2025-09-21,C0062,Customer 0062,Consumer,SW,web,2,P310,Training Package,service,1,293.88,293.88,USD
O100385,2025-09-21T15:47:19,2025-09-21,C0160,Customer 0160,Mid-Market,SE,partner,1,P110,Professional Subscription,subscription,1,81.29,81.29,USD
O100385,2025-09-21T15:47:19,2025-09-21,C0160,Customer 0160,Mid-Market,SE,partner,2,P120,Enterprise Subscription,subscription,1,188.39,188.39,USD
O100386,2025-09-21T09:02:52,2025-09-21,C0121,Customer 0121,SMB,NE,web,1,P120,Enterprise Subscription,subscription,1,199.80,199.80,USD
O100386,2025-09-21T09:02:52,2025-09-21,C0121,Customer 0121,SMB,NE,web,2,P110,Professional Subscription,subscription,1,74.79,74.79,USD
O100387,2025-09-21T16:49:42,2025-09-21,C0086,Customer 0086,Consumer,SW,partner,1,P210,Automation Add-on,addon,1,60.75,60.75,USD
O100387,2025-09-21T16:49:42,2025-09-21,C0086,Customer 0086,Consumer,SW,partner,2,P200,Analytics Add-on,addon,2,39.87,79.74,USD
O100387,2025-09-21T16:49:42,2025-09-21,C0086,Customer 0086,Consumer,SW,partner,3,P100,Starter Subscription,subscription,1,27.37,27.37,USD
O100388,2025-09-21T16:57:58,2025-09-21,C0174,Customer 0174,Mid-Market,SW,web,1,P210,Automation Add-on,addon,2,57.57,115.14,USD
O100388,2025-09-21T16:57:58,2025-09-21,C0174,Customer 0174,Mid-Market,SW,web,2,P110,Professional Subscription,subscription,1,76.87,76.87,USD
O100388,2025-09-21T16:57:58,2025-09-21,C0174,Customer 0174,Mid-Market,SW,web,3,P120,Enterprise Subscription,subscription,1,201.84,201.84,USD
O100389,2025-09-21T10:19:31,2025-09-21,C0171,Customer 0171,Consumer,NE,web,1,P100,Starter Subscription,subscription,1,26.87,26.87,USD
O100389,2025-09-21T10:19:31,2025-09-21,C0171,Customer 0171,Consumer,NE,web,2,P200,Analytics Add-on,addon,1,41.03,41.03,USD
O100390,2025-09-21T09:45:17,2025-09-21,C0040,Customer 0040,SMB,W,web,1,P200,Analytics Add-on,addon,1,37.69,37.69,USD
O100390,2025-09-21T09:45:17,2025-09-21,C0040,Customer 0040,SMB,W,web,2,P210,Automation Add-on,addon,1,58.75,58.75,USD
O100391,2025-09-21T12:05:19,2025-09-21,C0078,Customer 0078,Mid-Market,SW,mobile,1,P210,Automation Add-on,addon,1,61.67,61.67,USD
O100391,2025-09-21T12:05:19,2025-09-21,C0078,Customer 0078,Mid-Market,SW,mobile,2,P110,Professional Subscription,subscription,1,83.22,83.22,USD
O100392,2025-09-21T20:26:05,2025-09-21,C0007,Customer 0007,Consumer,W,mobile,1,P120,Enterprise Subscription,subscription,1,201.56,201.56,USD
O100392,2025-09-21T20:26:05,2025-09-21,C0007,Customer 0007,Consumer,W,mobile,2,P110,Professional Subscription,subscription,1,77.40,77.40,USD
O100393,2025-09-21T16:47:45,2025-09-21,C0173,Customer 0173,SMB,SE,web,1,P110,Professional Subscription,subscription,1,79.78,79.78,USD
O100394,2025-09-21T09:30:01,2025-09-21,C0053,Customer 0053,SMB,SE,mobile,1,P100,Starter Subscription,subscription,1,30.98,30.98,USD
O100395,2025-09-21T15:30:18,2025-09-21,C0052,Customer 0052,SMB,MW,web,1,P210,Automation Add-on,addon,1,57.75,57.75,USD
O100396,2025-09-21T08:58:58,2025-09-21,C0114,Customer 0114,Consumer,MW,web,1,P300,Implementation Package,service,1,495.67,495.67,USD
O100397,2025-09-21T20:08:17,2025-09-21,C0220,Customer 0220,Enterprise,SE,mobile,1,P200,Analytics Add-on,addon,2,38.90,77.80,USD
O100397,2025-09-21T20:08:17,2025-09-21,C0220,Customer 0220,Enterprise,SE,mobile,2,P100,Starter Subscription,subscription,1,31.15,31.15,USD
O100398,2025-09-21T13:48:14,2025-09-21,C0122,Customer 0122,Consumer,W,partner,1,P300,Implementation Package,service,1,467.50,467.50,USD
O100398,2025-09-21T13:48:14,2025-09-21,C0122,Customer 0122,Consumer,W,partner,2,P110,Professional Subscription,subscription,1,83.81,83.81,USD
O100399,2025-09-21T12:14:12,2025-09-21,C0174,Customer 0174,Mid-Market,SW,mobile,1,P210,Automation Add-on,addon,1,55.09,55.09,USD
O100400,2025-09-22T11:53:13,2025-09-22,C0128,Customer 0128,Consumer,SE,mobile,1,P120,Enterprise Subscription,subscription,1,194.43,194.43,USD
O100401,2025-09-22T10:18:04,2025-09-22,C0018,Customer 0018,Consumer,MW,web,1,P210,Automation Add-on,addon,2,59.00,118.00,USD
O100402,2025-09-22T20:42:58,2025-09-22,C0085,Customer 0085,Mid-Market,SW,partner,1,P100,Starter Subscription,subscription,1,30.42,30.42,USD
O100403,2025-09-22T20:50:51,2025-09-22,C0007,Customer 0007,Consumer,W,web,1,P200,Analytics Add-on,addon,2,40.48,80.96,USD
O100403,2025-09-22T20:50:51,2025-09-22,C0007,Customer 0007,Consumer,W,web,2,P300,Implementation Package,service,1,503.19,503.19,USD
O100404,2025-09-22T11:21:27,2025-09-22,C0091,Customer 0091,Mid-Market,NE,partner,1,P100,Starter Subscription,subscription,1,29.41,29.41,USD
O100405,2025-09-22T11:18:08,2025-09-22,C0228,Customer 0228,Consumer,SW,mobile,1,P100,Starter Subscription,subscription,1,29.73,29.73,USD
O100406,2025-09-22T16:32:06,2025-09-22,C0179,Customer 0179,Consumer,SW,web,1,P300,Implementation Package,service,1,481.42,481.42,USD
O100406,2025-09-22T16:32:06,2025-09-22,C0179,Customer 0179,Consumer,SW,web,2,P210,Automation Add-on,addon,1,62.89,62.89,USD
O100406,2025-09-22T16:32:06,2025-09-22,C0179,Customer 0179,Consumer,SW,web,3,P200,Analytics Add-on,addon,2,37.32,74.64,USD
O100407,2025-09-22T08:14:13,2025-09-22,C0114,Customer 0114,Consumer,MW,web,1,P210,Automation Add-on,addon,2,57.16,114.32,USD
O100407,2025-09-22T08:14:13,2025-09-22,C0114,Customer 0114,Consumer,MW,web,2,P100,Starter Subscription,subscription,1,29.19,29.19,USD
O100408,2025-09-22T14:36:46,2025-09-22,C0119,Customer 0119,Consumer,SE,mobile,1,P110,Professional Subscription,subscription,1,84.82,84.82,USD
O100409,2025-09-22T09:19:36,2025-09-22,C0004,Customer 0004,Enterprise,NE,mobile,1,P310,Training Package,service,1,296.31,296.31,USD
O100409,2025-09-22T09:19:36,2025-09-22,C0004,Customer 0004,Enterprise,NE,mobile,2,P110,Professional Subscription,subscription,1,72.90,72.90,USD
O100410,2025-09-22T10:16:49,2025-09-22,C0113,Customer 0113,Enterprise,MW,mobile,1,P200,Analytics Add-on,addon,1,37.30,37.30,USD
O100411,2025-09-22T08:43:54,2025-09-22,C0066,Customer 0066,Consumer,NE,partner,1,P300,Implementation Package,service,1,462.65,462.65,USD
O100412,2025-09-22T08:20:38,2025-09-22,C0037,Customer 0037,SMB,SE,mobile,1,P200,Analytics Add-on,addon,2,38.22,76.44,USD
O100413,2025-09-22T09:59:14,2025-09-22,C0021,Customer 0021,Mid-Market,SE,mobile,1,P300,Implementation Package,service,1,502.11,502.11,USD
O100413,2025-09-22T09:59:14,2025-09-22,C0021,Customer 0021,Mid-Market,SE,mobile,2,P210,Automation Add-on,addon,1,62.28,62.28,USD
O100413,2025-09-22T09:59:14,2025-09-22,C0021,Customer 0021,Mid-Market,SE,mobile,3,P200,Analytics Add-on,addon,2,40.86,81.72,USD
O100414,2025-09-22T15:38:14,2025-09-22,C0168,Customer 0168,Mid-Market,W,web,1,P210,Automation Add-on,addon,1,63.02,63.02,USD
O100415,2025-09-22T20:12:57,2025-09-22,C0162,Customer 0162,SMB,W,web,1,P110,Professional Subscription,subscription,1,74.21,74.21,USD
O100416,2025-09-23T09:21:57,2025-09-23,C0076,Customer 0076,Mid-Market,MW,mobile,1,P210,Automation Add-on,addon,2,55.30,110.60,USD
O100417,2025-09-23T20:06:14,2025-09-23,C0072,Customer 0072,SMB,NE,web,1,P210,Automation Add-on,addon,2,62.75,125.50,USD
O100418,2025-09-23T12:38:48,2025-09-23,C0074,Customer 0074,Mid-Market,NE,web,1,P120,Enterprise Subscription,subscription,1,187.57,187.57,USD
O100419,2025-09-23T19:28:33,2025-09-23,C0110,Customer 0110,Consumer,W,web,1,P100,Starter Subscription,subscription,1,30.00,30.00,USD
O100420,2025-09-23T10:32:21,2025-09-23,C0084,Customer 0084,Consumer,NE,web,1,P210,Automation Add-on,addon,1,60.95,60.95,USD
O100420,2025-09-23T10:32:21,2025-09-23,C0084,Customer 0084,Consumer,NE,web,2,P300,Implementation Package,service,1,484.21,484.21,USD
O100421,2025-09-23T11:16:30,2025-09-23,C0173,Customer 0173,SMB,SE,web,1,P300,Implementation Package,service,1,481.64,481.64,USD
O100421,2025-09-23T11:16:30,2025-09-23,C0173,Customer 0173,SMB,SE,web,2,P200,Analytics Add-on,addon,1,39.84,39.84,USD
O100422,2025-09-23T14:40:37,2025-09-23,C0158,Customer 0158,SMB,W,web,1,P210,Automation Add-on,addon,2,63.29,126.58,USD
O100423,2025-09-23T13:42:07,2025-09-23,C0119,Customer 0119,Consumer,SE,web,1,P110,Professional Subscription,subscription,1,82.46,82.46,USD
O100424,2025-09-23T14:16:58,2025-09-23,C0109,Customer 0109,Mid-Market,W,web,1,P110,Professional Subscription,subscription,1,76.98,76.98,USD
O100425,2025-09-23T19:21:58,2025-09-23,C0200,Customer 0200,Consumer,W,web,1,P100,Starter Subscription,subscription,1,26.91,26.91,USD
O100425,2025-09-23T19:21:58,2025-09-23,C0200,Customer 0200,Consumer,W,web,2,P300,Implementation Package,service,1,475.88,475.88,USD
O100426,2025-09-23T18:49:44,2025-09-23,C0059,Customer 0059,Consumer,W,web,1,P100,Starter Subscription,subscription,1,30.45,30.45,USD
O100427,2025-09-23T13:27:32,2025-09-23,C0201,Customer 0201,Consumer,NE,mobile,1,P200,Analytics Add-on,addon,1,36.50,36.50,USD
O100428,2025-09-23T13:30:36,2025-09-23,C0115,Customer 0115,Consumer,MW,web,1,P110,Professional Subscription,subscription,1,82.91,82.91,USD
O100429,2025-09-23T12:47:21,2025-09-23,C0106,Customer 0106,SMB,MW,mobile,1,P300,Implementation Package,service,1,504.21,504.21,USD
O100430,2025-09-23T08:10:33,2025-09-23,C0194,Customer 0194,Consumer,W,mobile,1,P200,Analytics Add-on,addon,1,36.12,36.12,USD
O100431,2025-09-23T18:13:51,2025-09-23,C0134,Customer 0134,SMB,SW,mobile,1,P210,Automation Add-on,addon,1,58.74,58.74,USD
O100431,2025-09-23T18:13:51,2025-09-23,C0134,Customer 0134,SMB,SW,mobile,2,P310,Training Package,service,1,285.16,285.16,USD
O100432,2025-09-24T09:03:39,2025-09-24,C0085,Customer 0085,Mid-Market,SW,web,1,P120,Enterprise Subscription,subscription,1,203.34,203.34,USD
O100433,2025-09-24T17:09:06,2025-09-24,C0020,Customer 0020,SMB,MW,mobile,1,P120,Enterprise Subscription,subscription,1,201.03,201.03,USD
O100434,2025-09-24T20:39:09,2025-09-24,C0024,Customer 0024,SMB,SW,web,1,P100,Starter Subscription,subscription,1,28.18,28.18,USD
O100435,2025-09-24T16:20:33,2025-09-24,C0215,Customer 0215,SMB,W,web,1,P110,Professional Subscription,subscription,1,84.63,84.63,USD
O100435,2025-09-24T16:20:33,2025-09-24,C0215,Customer 0215,SMB,W,web,2,P310,Training Package,service,1,314.96,314.96,USD
O100436,2025-09-24T13:11:59,2025-09-24,C0098,Customer 0098,SMB,W,mobile,1,P200,Analytics Add-on,addon,1,39.16,39.16,USD
O100437,2025-09-24T17:52:01,2025-09-24,C0015,Customer 0015,SMB,SW,partner,1,P210,Automation Add-on,addon,1,55.92,55.92,USD
O100437,2025-09-24T17:52:01,2025-09-24,C0015,Customer 0015,SMB,SW,partner,2,P300,Implementation Package,service,1,518.95,518.95,USD
O100437,2025-09-24T17:52:01,2025-09-24,C0015,Customer 0015,SMB,SW,partner,3,P200,Analytics Add-on,addon,2,40.56,81.12,USD
O100438,2025-09-24T16:17:54,2025-09-24,C0220,Customer 0220,Enterprise,SE,web,1,P100,Starter Subscription,subscription,1,30.56,30.56,USD
O100438,2025-09-24T16:17:54,2025-09-24,C0220,Customer 0220,Enterprise,SE,web,2,P120,Enterprise Subscription,subscription,1,210.09,210.09,USD
O100439,2025-09-24T14:11:40,2025-09-24,C0130,Customer 0130,SMB,MW,mobile,1,P100,Starter Subscription,subscription,1,27.95,27.95,USD
O100439,2025-09-24T14:11:40,2025-09-24,C0130,Customer 0130,SMB,MW,mobile,2,P120,Enterprise Subscription,subscription,1,194.25,194.25,USD
O100440,2025-09-24T09:56:46,2025-09-24,C0118,Customer 0118,SMB,SE,partner,1,P300,Implementation Package,service,1,510.36,510.36,USD
O100441,2025-09-24T12:16:44,2025-09-24,C0046,Customer 0046,Consumer,W,web,1,P120,Enterprise Subscription,subscription,1,201.51,201.51,USD
O100442,2025-09-24T19:50:17,2025-09-24,C0213,Customer 0213,Consumer,W,web,1,P120,Enterprise Subscription,subscription,1,197.97,197.97,USD
O100442,2025-09-24T19:50:17,2025-09-24,C0213,Customer 0213,Consumer,W,web,2,P110,Professional Subscription,subscription,1,73.08,73.08,USD
O100443,2025-09-24T14:30:21,2025-09-24,C0041,Customer 0041,Consumer,NE,web,1,P110,Professional Subscription,subscription,1,74.74,74.74,USD
O100443,2025-09-24T14:30:21,2025-09-24,C0041,Customer 0041,Consumer,NE,web,2,P120,Enterprise Subscription,subscription,1,200.49,200.49,USD
O100443,2025-09-24T14:30:21,2025-09-24,C0041,Customer 0041,Consumer,NE,web,3,P300,Implementation Package,service,1,519.12,519.12,USD
O100444,2025-09-24T14:27:49,2025-09-24,C0028,Customer 0028,SMB,SE,web,1,P210,Automation Add-on,addon,1,55.83,55.83,USD
O100445,2025-09-24T10:29:00,2025-09-24,C0102,Customer 0102,Consumer,SW,mobile,1,P110,Professional Subscription,subscription,1,76.49,76.49,USD
O100446,2025-09-24T18:25:44,2025-09-24,C0141,Customer 0141,SMB,MW,web,1,P200,Analytics Add-on,addon,1,40.29,40.29,USD
O100447,2025-09-24T17:11:49,2025-09-24,C0227,Customer 0227,Mid-Market,MW,web,1,P210,Automation Add-on,addon,1,60.04,60.04,USD
O100448,2025-09-24T12:26:11,2025-09-24,C0009,Customer 0009,Consumer,NE,web,1,P310,Training Package,service,1,297.32,297.32,USD
O100448,2025-09-24T12:26:11,2025-09-24,C0009,Customer 0009,Consumer,NE,web,2,P100,Starter Subscription,subscription,1,27.06,27.06,USD
O100449,2025-09-24T20:30:45,2025-09-24,C0096,Customer 0096,SMB,W,web,1,P120,Enterprise Subscription,subscription,1,186.64,186.64,USD
O100450,2025-09-24T08:29:18,2025-09-24,C0112,Customer 0112,SMB,NE,web,1,P200,Analytics Add-on,addon,1,41.43,41.43,USD
O100450,2025-09-24T08:29:18,2025-09-24,C0112,Customer 0112,SMB,NE,web,2,P120,Enterprise Subscription,subscription,1,204.93,204.93,USD
O100451,2025-09-24T10:05:34,2025-09-24,C0064,Customer 0064,SMB,W,web,1,P300,Implementation Package,service,1,493.50,493.50,USD
O100451,2025-09-24T10:05:34,2025-09-24,C0064,Customer 0064,SMB,W,web,2,P200,Analytics Add-on,addon,1,38.04,38.04,USD
O100452,2025-09-25T12:27:25,2025-09-25,C0192,Customer 0192,Mid-Market,MW,web,1,P120,Enterprise Subscription,subscription,1,209.73,209.73,USD
O100452,2025-09-25T12:27:25,2025-09-25,C0192,Customer 0192,Mid-Market,MW,web,2,P300,Implementation Package,service,1,493.69,493.69,USD
O100452,2025-09-25T12:27:25,2025-09-25,C0192,Customer 0192,Mid-Market,MW,web,3,P100,Starter Subscription,subscription,1,27.22,27.22,USD
O100453,2025-09-25T18:02:38,2025-09-25,C0129,Customer 0129,Consumer,SE,web,1,P120,Enterprise Subscription,subscription,1,191.76,191.76,USD
O100454,2025-09-25T15:37:26,2025-09-25,C0156,Customer 0156,Enterprise,SW,mobile,1,P200,Analytics Add-on,addon,1,41.68,41.68,USD
O100455,2025-09-25T15:35:22,2025-09-25,C0162,Customer 0162,SMB,W,web,1,P210,Automation Add-on,addon,1,57.03,57.03,USD
O100455,2025-09-25T15:35:22,2025-09-25,C0162,Customer 0162,SMB,W,web,2,P120,Enterprise Subscription,subscription,1,193.12,193.12,USD
O100456,2025-09-25T10:55:10,2025-09-25,C0075,Customer 0075,Consumer,NE,mobile,1,P200,Analytics Add-on,addon,1,40.57,40.57,USD
O100456,2025-09-25T10:55:10,2025-09-25,C0075,Customer 0075,Consumer,NE,mobile,2,P210,Automation Add-on,addon,1,62.78,62.78,USD
O100456,2025-09-25T10:55:10,2025-09-25,C0075,Customer 0075,Consumer,NE,mobile,3,P310,Training Package,service,1,288.42,288.42,USD
O100457,2025-09-25T16:53:21,2025-09-25,C0001,Customer 0001,Consumer,NE,mobile,1,P300,Implementation Package,service,1,489.69,489.69,USD
O100457,2025-09-25T16:53:21,2025-09-25,C0001,Customer 0001,Consumer,NE,mobile,2,P100,Starter Subscription,subscription,1,29.71,29.71,USD
O100458,2025-09-25T19:38:56,2025-09-25,C0006,Customer 0006,Consumer,W,mobile,1,P210,Automation Add-on,addon,1,62.31,62.31,USD
O100459,2025-09-25T15:15:50,2025-09-25,C0155,Customer 0155,Consumer,SE,web,1,P300,Implementation Package,service,1,467.95,467.95,USD
O100460,2025-09-25T14:53:52,2025-09-25,C0208,Customer 0208,Consumer,NE,mobile,1,P200,Analytics Add-on,addon,2,41.67,83.34,USD
O100461,2025-09-25T12:21:18,2025-09-25,C0194,Customer 0194,Consumer,W,mobile,1,P200,Analytics Add-on,addon,2,37.49,74.98,USD
O100462,2025-09-25T20:44:08,2025-09-25,C0191,Customer 0191,SMB,W,web,1,P200,Analytics Add-on,addon,1,39.85,39.85,USD
O100463,2025-09-25T16:23:24,2025-09-25,C0081,Customer 0081,SMB,W,partner,1,P110,Professional Subscription,subscription,1,83.69,83.69,USD
O100464,2025-09-25T08:53:47,2025-09-25,C0233,Customer 0233,Mid-Market,SE,mobile,1,P210,Automation Add-on,addon,2,56.19,112.38,USD
O100464,2025-09-25T08:53:47,2025-09-25,C0233,Customer 0233,Mid-Market,SE,mobile,2,P110,Professional Subscription,subscription,1,81.08,81.08,USD
O100465,2025-09-25T09:47:12,2025-09-25,C0072,Customer 0072,SMB,NE,mobile,1,P110,Professional Subscription,subscription,1,73.45,73.45,USD
O100465,2025-09-25T09:47:12,2025-09-25,C0072,Customer 0072,SMB,NE,mobile,2,P210,Automation Add-on,addon,1,56.58,56.58,USD
O100465,2025-09-25T09:47:12,2025-09-25,C0072,Customer 0072,SMB,NE,mobile,3,P120,Enterprise Subscription,subscription,1,207.33,207.33,USD
O100466,2025-09-25T08:37:27,2025-09-25,C0146,Customer 0146,SMB,SW,partner,1,P200,Analytics Add-on,addon,2,37.10,74.20,USD
O100467,2025-09-25T08:20:57,2025-09-25,C0125,Customer 0125,Mid-Market,NE,partner,1,P110,Professional Subscription,subscription,1,74.94,74.94,USD
O100468,2025-09-25T17:43:09,2025-09-25,C0054,Customer 0054,Consumer,NE,web,1,P200,Analytics Add-on,addon,1,41.20,41.20,USD
O100469,2025-09-25T14:22:41,2025-09-25,C0015,Customer 0015,SMB,SW,mobile,1,P310,Training Package,service,1,314.24,314.24,USD
O100469,2025-09-25T14:22:41,2025-09-25,C0015,Customer 0015,SMB,SW,mobile,2,P120,Enterprise Subscription,subscription,1,189.52,189.52,USD
O100469,2025-09-25T14:22:41,2025-09-25,C0015,Customer 0015,SMB,SW,mobile,3,P100,Starter Subscription,subscription,1,29.75,29.75,USD
O100470,2025-09-25T15:02:49,2025-09-25,C0152,Customer 0152,Consumer,MW,mobile,1,P300,Implementation Package,service,1,479.03,479.03,USD
O100470,2025-09-25T15:02:49,2025-09-25,C0152,Customer 0152,Consumer,MW,mobile,2,P200,Analytics Add-on,addon,2,39.54,79.08,USD
O100471,2025-09-25T10:37:19,2025-09-25,C0224,Customer 0224,Mid-Market,MW,mobile,1,P200,Analytics Add-on,addon,1,37.93,37.93,USD
O100472,2025-09-25T17:47:59,2025-09-25,C0066,Customer 0066,Consumer,NE,web,1,P200,Analytics Add-on,addon,1,38.35,38.35,USD
O100473,2025-09-25T10:51:32,2025-09-25,C0137,Customer 0137,Mid-Market,NE,mobile,1,P200,Analytics Add-on,addon,2,39.94,79.88,USD
O100474,2025-09-25T20:44:47,2025-09-25,C0136,Customer 0136,SMB,SE,mobile,1,P100,Starter Subscription,subscription,1,28.54,28.54,USD
O100475,2025-09-26T12:11:06,2025-09-26,C0053,Customer 0053,SMB,SE,web,1,P310,Training Package,service,1,312.37,312.37,USD
O100475,2025-09-26T12:11:06,2025-09-26,C0053,Customer 0053,SMB,SE,web,2,P100,Starter Subscription,subscription,1,29.19,29.19,USD
O100476,2025-09-26T10:56:57,2025-09-26,C0007,Customer 0007,Consumer,W,partner,1,P200,Analytics Add-on,addon,1,38.65,38.65,USD
O100477,2025-09-26T16:23:30,2025-09-26,C0205,Customer 0205,Consumer,SW,web,1,P200,Analytics Add-on,addon,1,35.93,35.93,USD
O100478,2025-09-26T13:02:09,2025-09-26,C0230,Customer 0230,Enterprise,MW,mobile,1,P100,Starter Subscription,subscription,1,27.27,27.27,USD
O100479,2025-09-26T20:51:42,2025-09-26,C0190,Customer 0190,Consumer,W,web,1,P100,Starter Subscription,subscription,1,26.82,26.82,USD
O100479,2025-09-26T20:51:42,2025-09-26,C0190,Customer 0190,Consumer,W,web,2,P110,Professional Subscription,subscription,1,75.26,75.26,USD
O100480,2025-09-26T10:06:00,2025-09-26,C0044,Customer 0044,SMB,NE,web,1,P200,Analytics Add-on,addon,1,36.58,36.58,USD
O100481,2025-09-26T10:14:32,2025-09-26,C0051,Customer 0051,Enterprise,SW,web,1,P110,Professional Subscription,subscription,1,82.07,82.07,USD
O100481,2025-09-26T10:14:32,2025-09-26,C0051,Customer 0051,Enterprise,SW,web,2,P300,Implementation Package,service,1,516.35,516.35,USD
O100481,2025-09-26T10:14:32,2025-09-26,C0051,Customer 0051,Enterprise,SW,web,3,P100,Starter Subscription,subscription,1,27.99,27.99,USD
O100482,2025-09-26T20:15:10,2025-09-26,C0009,Customer 0009,Consumer,NE,web,1,P200,Analytics Add-on,addon,1,41.23,41.23,USD
O100483,2025-09-26T10:16:21,2025-09-26,C0087,Customer 0087,Mid-Market,W,mobile,1,P210,Automation Add-on,addon,1,60.54,60.54,USD
O100484,2025-09-26T14:52:56,2025-09-26,C0047,Customer 0047,Consumer,MW,partner,1,P310,Training Package,service,1,307.64,307.64,USD
O100485,2025-09-26T09:43:10,2025-09-26,C0041,Customer 0041,Consumer,NE,mobile,1,P110,Professional Subscription,subscription,1,74.60,74.60,USD
O100485,2025-09-26T09:43:10,2025-09-26,C0041,Customer 0041,Consumer,NE,mobile,2,P300,Implementation Package,service,1,534.30,534.30,USD
O100486,2025-09-26T20:26:08,2025-09-26,C0016,Customer 0016,Enterprise,W,web,1,P310,Training Package,service,1,293.80,293.80,USD
O100486,2025-09-26T20:26:08,2025-09-26,C0016,Customer 0016,Enterprise,W,web,2,P110,Professional Subscription,subscription,1,74.70,74.70,USD
O100487,2025-09-26T15:14:42,2025-09-26,C0154,Customer 0154,SMB,SW,web,1,P210,Automation Add-on,addon,2,58.57,117.14,USD
O100487,2025-09-26T15:14:42,2025-09-26,C0154,Customer 0154,SMB,SW,web,2,P300,Implementation Package,service,1,464.70,464.70,USD
O100488,2025-09-26T14:03:40,2025-09-26,C0111,Customer 0111,Consumer,NE,web,1,P310,Training Package,service,1,310.12,310.12,USD
O100488,2025-09-26T14:03:40,2025-09-26,C0111,Customer 0111,Consumer,NE,web,2,P300,Implementation Package,service,1,531.31,531.31,USD
O100489,2025-09-26T20:41:06,2025-09-26,C0215,Customer 0215,SMB,W,mobile,1,P310,Training Package,service,1,286.50,286.50,USD
O100490,2025-09-26T08:46:29,2025-09-26,C0206,Customer 0206,Consumer,SW,mobile,1,P310,Training Package,service,1,307.76,307.76,USD
O100491,2025-09-26T13:39:34,2025-09-26,C0086,Customer 0086,Consumer,SW,mobile,1,P110,Professional Subscription,subscription,1,83.15,83.15,USD
O100491,2025-09-26T13:39:34,2025-09-26,C0086,Customer 0086,Consumer,SW,mobile,2,P120,Enterprise Subscription,subscription,1,186.31,186.31,USD
O100492,2025-09-26T12:48:35,2025-09-26,C0144,Customer 0144,Consumer,W,web,1,P300,Implementation Package,service,1,465.14,465.14,USD
O100493,2025-09-26T17:05:20,2025-09-26,C0158,Customer 0158,SMB,W,partner,1,P100,Starter Subscription,subscription,1,27.82,27.82,USD
O100494,2025-09-26T17:30:53,2025-09-26,C0220,Customer 0220,Enterprise,SE,web,1,P210,Automation Add-on,addon,1,58.17,58.17,USD
O100495,2025-09-26T16:20:06,2025-09-26,C0122,Customer 0122,Consumer,W,mobile,1,P300,Implementation Package,service,1,516.37,516.37,USD
O100495,2025-09-26T16:20:06,2025-09-26,C0122,Customer 0122,Consumer,W,mobile,2,P120,Enterprise Subscription,subscription,1,203.62,203.62,USD
O100496,2025-09-26T09:46:17,2025-09-26,C0091,Customer 0091,Mid-Market,NE,mobile,1,P300,Implementation Package,service,1,498.27,498.27,USD
O100496,2025-09-26T09:46:17,2025-09-26,C0091,Customer 0091,Mid-Market,NE,mobile,2,P100,Starter Subscription,subscription,1,29.95,29.95,USD
O100496,2025-09-26T09:46:17,2025-09-26,C0091,Customer 0091,Mid-Market,NE,mobile,3,P210,Automation Add-on,addon,1,63.59,63.59,USD
O100497,2025-09-27T13:37:07,2025-09-27,C0194,Customer 0194,Consumer,W,mobile,1,P100,Starter Subscription,subscription,1,29.14,29.14,USD
O100498,2025-09-27T14:56:16,2025-09-27,C0182,Customer 0182,Consumer,MW,web,1,P200,Analytics Add-on,addon,1,37.29,37.29,USD
